Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,has_exact_synonym,has_related_synonym,http://data.bioontology.org/metadata/prefixIRI,http://purl.obolibrary.org/obo/has_prefix,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/is_unit_of,http://purl.org/dc/elements/1.1/source,http://www.geneontology.org/formats/oboInOwl#hasDbXref
http://purl.obolibrary.org/obo/UO_0010080,titer,,"A concentration unit which denotes the minimum amount of a substance in a solution that still yields a positive reading, as determined by serial dilution.",FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0010080,,"A concentration unit which denotes the minimum amount of a substance in a solution that still yields a positive reading, as determined by serial dilution.",,,
http://purl.obolibrary.org/obo/UO_1010051,large calorie based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000111,,,UO:1010051,,,,,
http://purl.obolibrary.org/obo/UO_1000027,degree Celsius based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000005,,,UO:1000027,,,,,
http://purl.obolibrary.org/obo/UO_1000021,gram based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000002,,,UO:1000021,,,,,
http://purl.obolibrary.org/obo/UO_0000025,picogram,pg,A mass unit which is equal to 10^[-12] g.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,pg,,UO:0000025,http://purl.obolibrary.org/obo/UO_0000302,A mass unit which is equal to 10^[-12] g.,,,
http://purl.obolibrary.org/obo/UO_0000021,gram,g,A mass unit which is equal to one thousandth of a kilogram or 10^[-3] kg.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,g,,UO:0000021,,A mass unit which is equal to one thousandth of a kilogram or 10^[-3] kg.,,,
http://purl.obolibrary.org/obo/UO_0000028,millisecond,ms,A time unit which is equal to one thousandth of a second or 10^[-3] s.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000010,ms,,UO:0000028,http://purl.obolibrary.org/obo/UO_0000297,A time unit which is equal to one thousandth of a second or 10^[-3] s.,,,
http://purl.obolibrary.org/obo/UO_0000020,picometer,pm|picometre,A length unit which is equal to 10^[-12] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000008,pm|picometre,,UO:0000020,http://purl.obolibrary.org/obo/UO_0000302,A length unit which is equal to 10^[-12] m.,,,
http://purl.obolibrary.org/obo/UO_0000026,femtogram,fg,A mass unit which is equal to 10^[-15] g.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,fg,,UO:0000026,http://purl.obolibrary.org/obo/UO_0000303,A mass unit which is equal to 10^[-15] g.,,,
http://purl.obolibrary.org/obo/UO_0000023,microgram,ug,A mass unit which is equal to one millionth of a gram or 10^[-6] g.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,ug,,UO:0000023,http://purl.obolibrary.org/obo/UO_0000299,A mass unit which is equal to one millionth of a gram or 10^[-6] g.,,,
http://purl.obolibrary.org/obo/UO_0000029,microsecond,us,A time unit which is equal to one millionth of a second or 10^[-6] s.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000010,us,,UO:0000029,http://purl.obolibrary.org/obo/UO_0000299,A time unit which is equal to one millionth of a second or 10^[-6] s.,,,
http://purl.obolibrary.org/obo/UO_0000024,nanogram,ng,A mass unit which is equal to one thousandth of one millionth of a gram or 10^[-9] g.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,ng,,UO:0000024,http://purl.obolibrary.org/obo/UO_0000300,A mass unit which is equal to one thousandth of one millionth of a gram or 10^[-9] g.,,,
http://purl.obolibrary.org/obo/UO_0000022,milligram,mg,A mass unit which is equal to one thousandth of a gram or 10^[-3] g.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000021,mg,,UO:0000022,http://purl.obolibrary.org/obo/UO_0000297,A mass unit which is equal to one thousandth of a gram or 10^[-3] g.,,,
http://purl.obolibrary.org/obo/UO_0000027,degree Celsius,C,"A temperature unit which is equal to one kelvin degree. However, they have their zeros at different points. The centigrade scale has its zero at 273.15 K.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000027,C,,UO:0000027,,"A temperature unit which is equal to one kelvin degree. However, they have their zeros at different points. The centigrade scale has its zero at 273.15 K.",,,
http://purl.obolibrary.org/obo/UO_0000249,microvolt,uV,An electric potential difference unit which is equal to one millionth of a volt or 10^[-6] V.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000218,uV,,UO:0000249,http://purl.obolibrary.org/obo/UO_0000299,An electric potential difference unit which is equal to one millionth of a volt or 10^[-6] V.,,,
http://purl.obolibrary.org/obo/UO_0000247,millivolt,mV,An electric potential difference unit which is equal to one thousandth of a volt or 10^[-3] V.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000218,mV,,UO:0000247,http://purl.obolibrary.org/obo/UO_0000297,An electric potential difference unit which is equal to one thousandth of a volt or 10^[-3] V.,,,
http://purl.obolibrary.org/obo/UO_0000240,dots per inch,dpi,"A spatial resolution unit which is a standard measure of the printing resolution, in particular the number of individual dots of ink a printer or toner can produce within a linear one-inch space.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000240,dpi,,UO:0000240,,"A spatial resolution unit which is a standard measure of the printing resolution, in particular the number of individual dots of ink a printer or toner can produce within a linear one-inch space.",,,
http://purl.obolibrary.org/obo/UO_0000244,base pair,bp|basepair,A count unit which contains one nucleotide.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000244,bp|basepair,,UO:0000244,,A count unit which contains one nucleotide.,,,
http://purl.obolibrary.org/obo/UO_0000245,kibibyte,KiB,An information unit which is equal to 1024 B.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000245,KiB,,UO:0000245,,An information unit which is equal to 1024 B.,,,
http://purl.obolibrary.org/obo/UO_0000241,micron pixel,micrometer pixel,A spatial resolution unit which is equal to a pixel size of one micrometer.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000239,micrometer pixel,,UO:0000241,,A spatial resolution unit which is equal to a pixel size of one micrometer.,,,
http://purl.obolibrary.org/obo/UO_0000246,mebibyte,MiB,An information unit which is equal to 1024 KiB.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000246,MiB,,UO:0000246,,An information unit which is equal to 1024 KiB.,,,
http://purl.obolibrary.org/obo/UO_0000242,pixels per inch,ppi|pixel density,"A spatial resolution unit which is a standard measure of the resolution of a computer display, related to the size of the display in inches and the total number of pixels in the horizontal and vertical directions.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000242,ppi|pixel density,,UO:0000242,,"A spatial resolution unit which is a standard measure of the resolution of a computer display, related to the size of the display in inches and the total number of pixels in the horizontal and vertical directions.",,,
http://purl.obolibrary.org/obo/UO_0000243,pixels per millimeter,pixels per millimetre,A spatial resolution unit which is a standard measure of the number of pixels in one millimeter length or width of a digital image divided by the physical length or width of a printed image.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000243,pixels per millimetre,,UO:0000243,,A spatial resolution unit which is a standard measure of the number of pixels in one millimeter length or width of a digital image divided by the physical length or width of a printed image.,,,
http://purl.obolibrary.org/obo/UO_0000248,kilovolt,kV,An electric potential difference unit which is equal to one thousand volts or 10^[3] V.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000218,kV,,UO:0000248,http://purl.obolibrary.org/obo/UO_0000294,An electric potential difference unit which is equal to one thousand volts or 10^[3] V.,,,
http://purl.obolibrary.org/obo/UO_0000107,force unit,,A unit which is a standard measure of the force is applied when a mass is accelerated.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000107,,A unit which is a standard measure of the force is applied when a mass is accelerated.,,,
http://purl.obolibrary.org/obo/UO_0000101,microliter,ul|microlitre,A volume unit which is equal to one millionth of a liter or 10^[-6] L.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000099,ul|microlitre,,UO:0000101,http://purl.obolibrary.org/obo/UO_0000299,A volume unit which is equal to one millionth of a liter or 10^[-6] L.,,,
http://purl.obolibrary.org/obo/UO_0000105,frequency unit,,A unit which is a standard measure of the number of repetitive actions in a particular time.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000105,,A unit which is a standard measure of the number of repetitive actions in a particular time.,,,
http://purl.obolibrary.org/obo/UO_0000108,newton,N,A force unit which is equal to the force required to cause an acceleration of 1m/s2 of a mass of 1 Kg in the direction of the force.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000108,N,,UO:0000108,,A force unit which is equal to the force required to cause an acceleration of 1m/s2 of a mass of 1 Kg in the direction of the force.,,,
http://purl.obolibrary.org/obo/UO_0000103,picoliter,pl|picolitre,A volume unit which is equal to 10^[-12] L.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000099,pl|picolitre,,UO:0000103,http://purl.obolibrary.org/obo/UO_0000302,A volume unit which is equal to 10^[-12] L.,,,
http://purl.obolibrary.org/obo/UO_0000109,pressure unit,,A unit which is a standard measure of the force applied to a given area.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000109,,A unit which is a standard measure of the force applied to a given area.,,,
http://purl.obolibrary.org/obo/UO_0000102,nanoliter,nl|nanolitre,A volume unit which is equal to one thousandth of one millionth of a liter or 10^[-9] L.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000099,nl|nanolitre,,UO:0000102,http://purl.obolibrary.org/obo/UO_0000300,A volume unit which is equal to one thousandth of one millionth of a liter or 10^[-9] L.,,,
http://purl.obolibrary.org/obo/UO_0000106,hertz,s^1|Hz,A frequency unit which is equal to 1 complete cycle of a recurring phenomenon in 1 second.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000106,s^1|Hz,,UO:0000106,,A frequency unit which is equal to 1 complete cycle of a recurring phenomenon in 1 second.,,,
http://purl.obolibrary.org/obo/UO_0000100,cubic decimeter,dm^[3]|cubic decimetre,"A volume unit which is equal to one thousand of a cubic meter or 10^[-3] m^[3], or to 1 L.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000100,dm^[3]|cubic decimetre,,UO:0000100,,"A volume unit which is equal to one thousand of a cubic meter or 10^[-3] m^[3], or to 1 L.",,,
http://purl.obolibrary.org/obo/UO_0000104,femtoliter,fl|femtolitre,A volume unit which is equal to 10^[-15] L.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000099,fl|femtolitre,,UO:0000104,http://purl.obolibrary.org/obo/UO_0000303,A volume unit which is equal to 10^[-15] L.,,,
http://purl.obolibrary.org/obo/UO_0010004,micromole per kilogram,,A specific concentration unit which is equal to 1 micromole of a given substance per kilogram of solvent.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000067,,,UO:0010004,,A specific concentration unit which is equal to 1 micromole of a given substance per kilogram of solvent.,,,
http://purl.obolibrary.org/obo/UO_0010005,millimeters per day,mm/day,A speed/velocity unit which is equal to the speed of an object traveling 1 millimeter distance in one day.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000060,mm/day,,UO:0010005,,A speed/velocity unit which is equal to the speed of an object traveling 1 millimeter distance in one day.,,,
http://purl.obolibrary.org/obo/UO_0010009,milli,mmu|millidalton|milli unified atomic mass unit|mDa,A mass unit which is equal to 1/12 the mass of 12C,FALSE,,,http://purl.obolibrary.org/obo/UO_0000002,mmu|millidalton|milli unified atomic mass unit|mDa,,UO:0010009,,A mass unit which is equal to 1/12 the mass of 12C,,,
http://purl.obolibrary.org/obo/UO_0010006,ratio,,"A dimensionless ratio unit which, given a pair of quantities a and b, for which b is a multiple of a, denotes b by giving the multiplier (coefficient) c for a to result in b.",FALSE,,,http://purl.obolibrary.org/obo/UO_0000190,,,UO:0010006,,"A dimensionless ratio unit which, given a pair of quantities a and b, for which b is a multiple of a, denotes b by giving the multiplier (coefficient) c for a to result in b.",,,
http://purl.obolibrary.org/obo/UO_0010002,millisiemens,mS,An electrical conduction unit which is equal to one thousandth of a siemen or 10^[-3] siemens.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000264,,mS,UO:0010002,http://purl.obolibrary.org/obo/UO_0000297,An electrical conduction unit which is equal to one thousandth of a siemen or 10^[-3] siemens.,,,
http://purl.obolibrary.org/obo/UO_0010001,square micrometer,square micrometre,An area unit which is equal to an area enclosed by a square with sides each 1 micrometer long.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010001,square micrometre,,UO:0010001,,An area unit which is equal to an area enclosed by a square with sides each 1 micrometer long.,,,
http://purl.obolibrary.org/obo/UO_0010007,volt-second per square centimeter,volt-second per square centimetre|Vs/cm^2,An electrical mobility unit which is equal to one volt second per square centimeter.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000262,volt-second per square centimetre|Vs/cm^2,,UO:0010007,,An electrical mobility unit which is equal to one volt second per square centimeter.,,,
http://purl.obolibrary.org/obo/UO_0010003,micromole per litre,,A specific concentration unit which is equal to 1 micromole in a given volume of one thousandth of a cubic meter.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000067,,,UO:0010003,,A specific concentration unit which is equal to 1 micromole in a given volume of one thousandth of a cubic meter.,,,
http://purl.obolibrary.org/obo/UO_0010008,kilometer per hour,km/h|kilometre per hour,A speed/velocity unit which is equal to the speed of an object traveling 1 kilometer distance in one hour.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000060,km/h|kilometre per hour,,UO:0010008,,A speed/velocity unit which is equal to the speed of an object traveling 1 kilometer distance in one hour.,,,
http://purl.obolibrary.org/obo/UO_0000209,deciliter,dl|decilitre,A volume unit which is equal to one tenth of a liter or 10^[-1] L.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000099,dl|decilitre,,UO:0000209,http://purl.obolibrary.org/obo/UO_0000296,A volume unit which is equal to one tenth of a liter or 10^[-1] L.,,,
http://purl.obolibrary.org/obo/UO_0000208,gram per deciliter,gram per decilitre|g/dl,A mass density unit which is equal to mass of an object in grams divided by the volume in deciliters.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000208,gram per decilitre|g/dl,,UO:0000208,,A mass density unit which is equal to mass of an object in grams divided by the volume in deciliters.,,,
http://purl.obolibrary.org/obo/UO_0000205,volume per unit volume,,A dimensionless concentration unit which denotes the given volume of the solute in the total volume of the resulting solution.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0000205,,A dimensionless concentration unit which denotes the given volume of the solute in the total volume of the resulting solution.,,,
http://purl.obolibrary.org/obo/UO_0000207,milliliter per liter,ml/l|millilitre per litre,A volume per unit volume unit which is equal to one millionth of a liter of solute in one liter of solution.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000205,ml/l|millilitre per litre,,UO:0000207,,A volume per unit volume unit which is equal to one millionth of a liter of solute in one liter of solution.,,,
http://purl.obolibrary.org/obo/UO_0000203,katal per cubic meter,katal per cubic metre|kat/m^[3],A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one cubic meter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000203,katal per cubic metre|kat/m^[3],,UO:0000203,,A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one cubic meter.,,,
http://purl.obolibrary.org/obo/UO_0000202,catalytic (activity) concentration unit,,A concentration unit which is a standard measure of the amount of the action of a catalyst in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0000202,,A concentration unit which is a standard measure of the amount of the action of a catalyst in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000204,katal per liter,katal per litre|kat/l,A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one thousandth of a cubic meter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000204,katal per litre|kat/l,,UO:0000204,,A catalytic (activity) concentration unit which is equal to 1 katal activity of a catalyst in a given volume of one thousandth of a cubic meter.,,,
http://purl.obolibrary.org/obo/UO_0000200,cell concentration unit,,A concentration unit which denotes the average cell number in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0000200,,A concentration unit which denotes the average cell number in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000206,milliliter per cubic meter,ml/m^[3]|millilitre per cubic metre,A volume per unit volume unit which is equal to one millionth of a liter of solute in one cubic meter of solution.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000205,ml/m^[3]|millilitre per cubic metre,,UO:0000206,,A volume per unit volume unit which is equal to one millionth of a liter of solute in one cubic meter of solution.,,,
http://purl.obolibrary.org/obo/UO_0000201,cells per milliliter,cells per ml|cells per millilitre,A unit of cell concentration which is equal to one cell in a volume of 1 milliliter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000201,cells per ml|cells per millilitre,,UO:0000201,,A unit of cell concentration which is equal to one cell in a volume of 1 milliliter.,,,
http://purl.obolibrary.org/obo/UO_0000213,colony forming unit per milliliter,colony forming unit per millilitre|cfu/ml,A colony forming unit which a measure of viable bacterial numbers in one milliliter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000213,colony forming unit per millilitre|cfu/ml,,UO:0000213,,A colony forming unit which a measure of viable bacterial numbers in one milliliter.,,,
http://purl.obolibrary.org/obo/UO_0000212,colony forming unit per volume,,A concentration unit which a measure of viable bacterial numbers in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0000212,,A concentration unit which a measure of viable bacterial numbers in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000211,plaque forming unit,pfu,A dimensionless count unit which a measure of plaque forming units in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000211,pfu,,UO:0000211,,A dimensionless count unit which a measure of plaque forming units in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000214,plaque forming unit per volume,,A concentration unit which a measure of plaque forming units in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000051,,,UO:0000214,,A concentration unit which a measure of plaque forming units in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000217,electric potential difference unit,,A unit which is a standard measure of the work done per unit charge as a charge is moved between two points in an electric field.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000217,,A unit which is a standard measure of the work done per unit charge as a charge is moved between two points in an electric field.,,,
http://purl.obolibrary.org/obo/UO_0000210,colony forming unit,cfu,A dimensionless count unit which a measure of viable bacterial numbers.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000210,cfu,,UO:0000210,,A dimensionless count unit which a measure of viable bacterial numbers.,,,
http://purl.obolibrary.org/obo/UO_0000215,plaque forming unit per milliliter,plaque forming unit per millilitre|pfu/ml,A concentration unit which a measure of plaque forming units in one milliliter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000215,plaque forming unit per millilitre|pfu/ml,,UO:0000215,,A concentration unit which a measure of plaque forming units in one milliliter.,,,
http://purl.obolibrary.org/obo/UO_0000216,disintegrations per second,dps,An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which one nucleus decays per second or there is one atom disintegration per second.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000216,dps,,UO:0000216,,An activity (of a radionuclide) unit which is equal to the activity of a quantity of radioactive material in which one nucleus decays per second or there is one atom disintegration per second.,,,
http://purl.obolibrary.org/obo/UO_0000218,volt,V,An electric potential difference unit which is equal to the work per unit charge. One volt is the potential difference required to move one coulomb of charge between two points in a circuit while using one joule of energy.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000218,V,,UO:0000218,,An electric potential difference unit which is equal to the work per unit charge. One volt is the potential difference required to move one coulomb of charge between two points in a circuit while using one joule of energy.,,,
http://purl.obolibrary.org/obo/UO_0000219,electric charge,,A unit which is a standard measure of the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000219,,A unit which is a standard measure of the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons.,,,
http://purl.obolibrary.org/obo/UO_0000110,pascal,Pa,A pressure unit which is equal to the pressure or stress on a surface caused by a force of 1 newton spread over a surface of 1 m^[2].,FALSE,,,http://purl.obolibrary.org/obo/UO_1000110,Pa,,UO:0000110,,A pressure unit which is equal to the pressure or stress on a surface caused by a force of 1 newton spread over a surface of 1 m^[2].,,,
http://purl.obolibrary.org/obo/UO_0000111,energy unit,,"A unit which is a standard measure of the work done by a certain force (gravitational, electric, magnetic, force of inertia, etc).",FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000111,,"A unit which is a standard measure of the work done by a certain force (gravitational, electric, magnetic, force of inertia, etc).",,,
http://purl.obolibrary.org/obo/UO_0000113,power unit,,A unit which is a standard measure power or the rate of doing work.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000113,,A unit which is a standard measure power or the rate of doing work.,,,
http://purl.obolibrary.org/obo/UO_0000115,illuminance unit,,A unit which is a standard measure of the luminous flux incident on a unit area.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000157,,,UO:0000115,,A unit which is a standard measure of the luminous flux incident on a unit area.,,,
http://purl.obolibrary.org/obo/UO_0000116,lux,lx,An illuminance unit which is equal to the illuminance produced by 1 lumen evenly spread over an area 1 m^[2].,FALSE,,,http://purl.obolibrary.org/obo/UO_1000116,lx,,UO:0000116,,An illuminance unit which is equal to the illuminance produced by 1 lumen evenly spread over an area 1 m^[2].,,,
http://purl.obolibrary.org/obo/UO_0000119,catalytic activity unit,,A unit which is a standard measure of the amount of the action of a catalyst.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000119,,A unit which is a standard measure of the amount of the action of a catalyst.,,,
http://purl.obolibrary.org/obo/UO_0000112,joule,J,An energy unit which is equal to the energy required when a force of 1 newton moves an object 1 meter in the direction of the force.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000112,J,,UO:0000112,,An energy unit which is equal to the energy required when a force of 1 newton moves an object 1 meter in the direction of the force.,,,
http://purl.obolibrary.org/obo/UO_0000114,watt,W,A power unit which is equal to the power used when work is done at the rate of 1 joule per second.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000114,W,,UO:0000114,,A power unit which is equal to the power used when work is done at the rate of 1 joule per second.,,,
http://purl.obolibrary.org/obo/UO_0000118,lumen,lm,A luminous flux unit which is equal to the luminous flux emitted into 1 steradian by a point source of 1 candela.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000118,lm,,UO:0000118,,A luminous flux unit which is equal to the luminous flux emitted into 1 steradian by a point source of 1 candela.,,,
http://purl.obolibrary.org/obo/UO_0000117,luminous flux unit,,A unit which is a standard measure of the flow of radiant energy.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000157,,,UO:0000117,,A unit which is a standard measure of the flow of radiant energy.,,,
http://purl.obolibrary.org/obo/UO_0010040,teaspoon,tsp|metric teaspoon,A metric teaspoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 5mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010040,tsp|metric teaspoon,,UO:0010040,,A metric teaspoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 5mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010047,united states fda cup,us fda cup,A United States FDA cup is a unit of measurement of volume used by the US Federal Department of Agriculture as a nutritional serving measure. It equals a 240 mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,us fda cup,,UO:0010047,,A United States FDA cup is a unit of measurement of volume used by the US Federal Department of Agriculture as a nutritional serving measure. It equals a 240 mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010044,united states customary tablespoon,us customary tablespoon,A United States customary units tablespoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 14.79 mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,us customary tablespoon,,UO:0010044,,A United States customary units tablespoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 14.79 mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010045,metric cup,C,A metric cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 250mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,C,,UO:0010045,,A metric cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 250mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010043,australian metric tablespoon,,An Australian metric tablespoon is a unit of measurement of volume used in Australia for cooking recipes and pharmaceutic prescriptions. It equals a 20mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,,,UO:0010043,,An Australian metric tablespoon is a unit of measurement of volume used in Australia for cooking recipes and pharmaceutic prescriptions. It equals a 20mL volume.,,,
